#,Date,Rank,Price,Sales
708,3/5/2021,13,26.95,277
343,3/5/2022,94,28.59,116
707,3/6/2021,11,26.84,284
342,3/6/2022,90,27.99,120
706,3/7/2021,13,26.73,277
341,3/7/2022,55,29.7,151
705,3/8/2021,7,26.62,326
340,3/8/2022,48,31.41,162
704,3/9/2021,7,26.51,326
339,3/9/2022,81,33.12,128
682,4/1/2021,17,24.59,264
317,4/1/2022,90,22.99,120
673,4/10/2021,6,24.23,339
308,4/10/2022,81,22.71,128
672,4/11/2021,7,24.19,326
307,4/11/2022,71,22.57,137
671,4/12/2021,6,24.15,339
306,4/12/2022,66,22.43,141
670,4/13/2021,4,24.1,392
305,4/13/2022,62,22.29,145
669,4/14/2021,6,24.95,339
304,4/14/2022,42,22.15,182
668,4/15/2021,6,24.58,339
303,4/15/2022,55,22.01,151
667,4/16/2021,6,24.21,339
302,4/16/2022,75,21.87,133
666,4/17/2021,9,23.84,300
301,4/17/2022,82,21.73,127
665,4/18/2021,12,23.47,281
300,4/18/2022,100,21.59,111
664,4/19/2021,15,23.1,271
299,4/19/2022,112,21.45,106
681,4/2/2021,14,24.55,274
316,4/2/2022,74,22.99,134
663,4/20/2021,9,22.73,300
298,4/20/2022,53,21.31,153
662,4/21/2021,8,22.36,313
297,4/21/2022,42,21.17,182
661,4/22/2021,144,21.99,95
296,4/22/2022,60,21.03,146
660,4/23/2021,58,21.62,148
295,4/23/2022,79,20.89,129
659,4/24/2021,16,21.25,268
294,4/24/2022,95,20.75,115
658,4/25/2021,17,20.88,264
293,4/25/2022,76,20.61,132
657,4/26/2021,13,20.48,277
292,4/26/2022,58,20.47,148
656,4/27/2021,9,21.4,300
291,4/27/2022,48,20.33,162
655,4/28/2021,4,22.32,392
290,4/28/2022,48,20.19,162
654,4/29/2021,3,23.24,432
289,4/29/2022,55,20.05,151
680,4/3/2021,21,24.51,251
315,4/3/2022,100,22.99,111
653,4/30/2021,3,24.16,432
288,4/30/2022,67,19.91,140
679,4/4/2021,25,24.47,238
314,4/4/2022,104,22.99,109
678,4/5/2021,30,24.43,221
313,4/5/2022,77,22.99,131
677,4/6/2021,30,24.39,221
312,4/6/2022,58,22.99,148
676,4/7/2021,17,24.35,264
311,4/7/2022,71,22.99,137
675,4/8/2021,11,24.31,284
310,4/8/2022,88,22.99,121
674,4/9/2021,9,24.27,300
309,4/9/2022,71,22.85,137
652,5/1/2021,4,25.08,392
287,5/1/2022,89,19.77,121
643,5/10/2021,22,26.04,248
278,5/10/2022,76,22.79,132
642,5/11/2021,17,25.91,264
277,5/11/2022,82,22.59,127
641,5/12/2021,24,25.78,241
276,5/12/2022,91,22.39,119
640,5/13/2021,19,25.65,258
275,5/13/2022,99,22.19,112
639,5/14/2021,17,25.52,264
274,5/14/2022,113,21.99,106
638,5/15/2021,17,25.39,264
273,5/15/2022,134,21.79,98
637,5/16/2021,23,25.26,244
272,5/16/2022,158,21.59,90
636,5/17/2021,20,25.13,254
271,5/17/2022,115,21.39,105
635,5/18/2021,12,25,281
270,5/18/2022,105,21.19,109
634,5/19/2021,11,24.87,284
269,5/19/2022,90,20.99,120
651,5/2/2021,4,26,392
286,5/2/2022,85,19.54,124
633,5/20/2021,11,24.74,284
268,5/20/2022,102,20.79,110
632,5/21/2021,7,24.61,326
267,5/21/2022,124,20.59,102
631,5/22/2021,12,24.48,281
266,5/22/2022,163,20.39,88
630,5/23/2021,19,24.35,258
265,5/23/2022,205,20.19,74
629,5/24/2021,30,24.22,221
264,5/24/2022,173,19.99,84
628,5/25/2021,41,24.09,185
263,5/25/2022,157,19.33,90
627,5/26/2021,38,23.96,195
262,5/26/2022,144,18.67,95
626,5/27/2021,27,23.83,231
261,5/27/2022,117,17.99,105
625,5/28/2021,24,23.7,241
260,5/28/2022,140,17.98,96
624,5/29/2021,34,23.57,208
259,5/29/2022,156,17.97,90
650,5/3/2021,5,26.95,352
285,5/3/2022,52,20.03,154
623,5/30/2021,37,23.44,198
258,5/30/2022,156,17.96,90
622,5/31/2021,37,23.31,198
257,5/31/2022,126,17.95,101
649,5/4/2021,5,26.82,352
284,5/4/2022,50,20.52,155
648,5/5/2021,6,26.69,339
283,5/5/2022,55,21.01,151
647,5/6/2021,7,26.56,326
282,5/6/2022,69,21.5,138
646,5/7/2021,9,26.43,300
281,5/7/2022,100,21.99,111
645,5/8/2021,13,26.3,277
280,5/8/2022,99,22.48,112
644,5/9/2021,19,26.17,258
279,5/9/2022,95,22.99,115
621,6/1/2021,35,23.18,205
256,6/1/2022,141,17.94,96
612,6/10/2021,12,19.43,281
247,6/10/2022,175,17.2,83
611,6/11/2021,10,18.95,287
246,6/11/2022,229,16.99,71
610,6/12/2021,11,18.84,284
245,6/12/2022,294,17.99,62
609,6/13/2021,12,18.73,281
244,6/13/2022,268,16.99,65
608,6/14/2021,12,18.62,281
243,6/14/2022,218,16.98,72
607,6/15/2021,10,18.51,287
242,6/15/2022,238,16.97,69
